region,event_date,actual_month,xgb_forecast_month,actual_or_forecast,region_from_file
Ayeyarwady,2022-01-31,24.0,,24.0,Ayeyarwady
Ayeyarwady,2022-02-28,4.0,,4.0,Ayeyarwady
Ayeyarwady,2022-03-31,9.0,,9.0,Ayeyarwady
Ayeyarwady,2022-04-30,16.0,,16.0,Ayeyarwady
Ayeyarwady,2022-05-31,15.0,,15.0,Ayeyarwady
Ayeyarwady,2022-06-30,4.0,,4.0,Ayeyarwady
Ayeyarwady,2022-07-31,5.0,,5.0,Ayeyarwady
Ayeyarwady,2022-08-31,6.0,,6.0,Ayeyarwady
Ayeyarwady,2022-09-30,5.0,,5.0,Ayeyarwady
Ayeyarwady,2022-10-31,7.0,,7.0,Ayeyarwady
Ayeyarwady,2022-11-30,6.0,,6.0,Ayeyarwady
Ayeyarwady,2022-12-31,4.0,,4.0,Ayeyarwady
Ayeyarwady,2023-01-31,3.0,,3.0,Ayeyarwady
Ayeyarwady,2023-02-28,4.0,,4.0,Ayeyarwady
Ayeyarwady,2023-03-31,3.0,,3.0,Ayeyarwady
Ayeyarwady,2023-04-30,11.0,,11.0,Ayeyarwady
Ayeyarwady,2023-05-31,3.0,,3.0,Ayeyarwady
Ayeyarwady,2023-06-30,0.0,,0.0,Ayeyarwady
Ayeyarwady,2023-07-31,1.0,,1.0,Ayeyarwady
Ayeyarwady,2023-08-31,2.0,,2.0,Ayeyarwady
Ayeyarwady,2023-09-30,2.0,,2.0,Ayeyarwady
Ayeyarwady,2023-10-31,0.0,,0.0,Ayeyarwady
Ayeyarwady,2023-11-30,1.0,,1.0,Ayeyarwady
Ayeyarwady,2023-12-31,2.0,,2.0,Ayeyarwady
Ayeyarwady,2024-01-31,3.0,,3.0,Ayeyarwady
Ayeyarwady,2024-02-29,0.0,,0.0,Ayeyarwady
Ayeyarwady,2024-03-31,0.0,,0.0,Ayeyarwady
Ayeyarwady,2024-04-30,1.0,,1.0,Ayeyarwady
Ayeyarwady,2024-05-31,1.0,,1.0,Ayeyarwady
Ayeyarwady,2024-06-30,1.0,,1.0,Ayeyarwady
Ayeyarwady,2024-07-31,1.0,,1.0,Ayeyarwady
Ayeyarwady,2024-08-31,0.0,,0.0,Ayeyarwady
Ayeyarwady,2024-09-30,0.0,,0.0,Ayeyarwady
Ayeyarwady,2024-10-31,1.0,,1.0,Ayeyarwady
Ayeyarwady,2024-11-30,0.0,,0.0,Ayeyarwady
Ayeyarwady,2024-12-31,23.0,,23.0,Ayeyarwady
Ayeyarwady,2025-01-31,29.0,,29.0,Ayeyarwady
Ayeyarwady,2025-02-28,32.0,,32.0,Ayeyarwady
Ayeyarwady,2025-03-31,48.0,,48.0,Ayeyarwady
Ayeyarwady,2025-04-30,20.0,,20.0,Ayeyarwady
Ayeyarwady,2025-05-31,25.0,,25.0,Ayeyarwady
Ayeyarwady,2025-06-30,29.0,,29.0,Ayeyarwady
Ayeyarwady,2025-07-31,20.0,,20.0,Ayeyarwady
Ayeyarwady,2025-08-31,4.0,,4.0,Ayeyarwady
Ayeyarwady,2025-09-30,4.0,4.0,4.0,Ayeyarwady
Ayeyarwady,2025-10-31,1.0,1.0,1.0,Ayeyarwady
Ayeyarwady,2025-11-30,1.0,1.0,1.0,Ayeyarwady
Bago,2022-01-31,16.0,,16.0,Bago
Bago,2022-02-28,19.0,,19.0,Bago
Bago,2022-03-31,15.0,,15.0,Bago
Bago,2022-04-30,17.0,,17.0,Bago
Bago,2022-05-31,14.0,,14.0,Bago
Bago,2022-06-30,26.0,,26.0,Bago
Bago,2022-07-31,25.0,,25.0,Bago
Bago,2022-08-31,35.0,,35.0,Bago
Bago,2022-09-30,21.0,,21.0,Bago
Bago,2022-10-31,29.0,,29.0,Bago
Bago,2022-11-30,20.0,,20.0,Bago
Bago,2022-12-31,22.0,,22.0,Bago
Bago,2023-01-31,80.0,,80.0,Bago
Bago,2023-02-28,39.0,,39.0,Bago
Bago,2023-03-31,46.0,,46.0,Bago
Bago,2023-04-30,33.0,,33.0,Bago
Bago,2023-05-31,34.0,,34.0,Bago
Bago,2023-06-30,59.0,,59.0,Bago
Bago,2023-07-31,111.0,,111.0,Bago
Bago,2023-08-31,123.0,,123.0,Bago
Bago,2023-09-30,53.0,,53.0,Bago
Bago,2023-10-31,92.0,,92.0,Bago
Bago,2023-11-30,95.0,,95.0,Bago
Bago,2023-12-31,149.0,,149.0,Bago
Bago,2024-01-31,151.0,,151.0,Bago
Bago,2024-02-29,108.0,,108.0,Bago
Bago,2024-03-31,94.0,,94.0,Bago
Bago,2024-04-30,56.0,,56.0,Bago
Bago,2024-05-31,53.0,,53.0,Bago
Bago,2024-06-30,72.0,,72.0,Bago
Bago,2024-07-31,73.0,,73.0,Bago
Bago,2024-08-31,90.0,,90.0,Bago
Bago,2024-09-30,55.0,,55.0,Bago
Bago,2024-10-31,90.0,,90.0,Bago
Bago,2024-11-30,108.0,,108.0,Bago
Bago,2024-12-31,148.0,,148.0,Bago
Bago,2025-01-31,62.0,,62.0,Bago
Bago,2025-02-28,95.0,,95.0,Bago
Bago,2025-03-31,72.0,,72.0,Bago
Bago,2025-04-30,112.0,,112.0,Bago
Bago,2025-05-31,84.0,,84.0,Bago
Bago,2025-06-30,135.0,,135.0,Bago
Bago,2025-07-31,78.0,,78.0,Bago
Bago,2025-08-31,48.0,,48.0,Bago
Bago,2025-09-30,70.0,70.0,70.0,Bago
Bago,2025-10-31,62.0,62.0,62.0,Bago
Bago,2025-11-30,49.0,49.0,49.0,Bago
Chin,2022-01-31,81.0,,81.0,Chin
Chin,2022-02-28,33.0,,33.0,Chin
Chin,2022-03-31,28.0,,28.0,Chin
Chin,2022-04-30,31.0,,31.0,Chin
Chin,2022-05-31,14.0,,14.0,Chin
Chin,2022-06-30,24.0,,24.0,Chin
Chin,2022-07-31,22.0,,22.0,Chin
Chin,2022-08-31,45.0,,45.0,Chin
Chin,2022-09-30,24.0,,24.0,Chin
Chin,2022-10-31,18.0,,18.0,Chin
Chin,2022-11-30,19.0,,19.0,Chin
Chin,2022-12-31,7.0,,7.0,Chin
Chin,2023-01-31,33.0,,33.0,Chin
Chin,2023-02-28,18.0,,18.0,Chin
Chin,2023-03-31,29.0,,29.0,Chin
Chin,2023-04-30,39.0,,39.0,Chin
Chin,2023-05-31,27.0,,27.0,Chin
Chin,2023-06-30,19.0,,19.0,Chin
Chin,2023-07-31,45.0,,45.0,Chin
Chin,2023-08-31,14.0,,14.0,Chin
Chin,2023-09-30,14.0,,14.0,Chin
Chin,2023-10-31,7.0,,7.0,Chin
Chin,2023-11-30,40.0,,40.0,Chin
Chin,2023-12-31,43.0,,43.0,Chin
Chin,2024-01-31,60.0,,60.0,Chin
Chin,2024-02-29,19.0,,19.0,Chin
Chin,2024-03-31,26.0,,26.0,Chin
Chin,2024-04-30,18.0,,18.0,Chin
Chin,2024-05-31,31.0,,31.0,Chin
Chin,2024-06-30,23.0,,23.0,Chin
Chin,2024-07-31,34.0,,34.0,Chin
Chin,2024-08-31,16.0,,16.0,Chin
Chin,2024-09-30,16.0,,16.0,Chin
Chin,2024-10-31,23.0,,23.0,Chin
Chin,2024-11-30,45.0,,45.0,Chin
Chin,2024-12-31,31.0,,31.0,Chin
Chin,2025-01-31,3.0,,3.0,Chin
Chin,2025-02-28,7.0,,7.0,Chin
Chin,2025-03-31,15.0,,15.0,Chin
Chin,2025-04-30,14.0,,14.0,Chin
Chin,2025-05-31,13.0,,13.0,Chin
Chin,2025-06-30,21.0,,21.0,Chin
Chin,2025-07-31,6.0,,6.0,Chin
Chin,2025-08-31,4.0,,4.0,Chin
Chin,2025-09-30,18.0,18.0,18.0,Chin
Chin,2025-10-31,25.0,25.0,25.0,Chin
Chin,2025-11-30,26.0,26.0,26.0,Chin
Kachin,2022-01-31,54.0,,54.0,Kachin
Kachin,2022-02-28,37.0,,37.0,Kachin
Kachin,2022-03-31,32.0,,32.0,Kachin
Kachin,2022-04-30,23.0,,23.0,Kachin
Kachin,2022-05-31,33.0,,33.0,Kachin
Kachin,2022-06-30,23.0,,23.0,Kachin
Kachin,2022-07-31,34.0,,34.0,Kachin
Kachin,2022-08-31,33.0,,33.0,Kachin
Kachin,2022-09-30,12.0,,12.0,Kachin
Kachin,2022-10-31,40.0,,40.0,Kachin
Kachin,2022-11-30,31.0,,31.0,Kachin
Kachin,2022-12-31,25.0,,25.0,Kachin
Kachin,2023-01-31,38.0,,38.0,Kachin
Kachin,2023-02-28,35.0,,35.0,Kachin
Kachin,2023-03-31,44.0,,44.0,Kachin
Kachin,2023-04-30,18.0,,18.0,Kachin
Kachin,2023-05-31,22.0,,22.0,Kachin
Kachin,2023-06-30,18.0,,18.0,Kachin
Kachin,2023-07-31,61.0,,61.0,Kachin
Kachin,2023-08-31,61.0,,61.0,Kachin
Kachin,2023-09-30,55.0,,55.0,Kachin
Kachin,2023-10-31,43.0,,43.0,Kachin
Kachin,2023-11-30,24.0,,24.0,Kachin
Kachin,2023-12-31,25.0,,25.0,Kachin
Kachin,2024-01-31,66.0,,66.0,Kachin
Kachin,2024-02-29,89.0,,89.0,Kachin
Kachin,2024-03-31,108.0,,108.0,Kachin
Kachin,2024-04-30,67.0,,67.0,Kachin
Kachin,2024-05-31,97.0,,97.0,Kachin
Kachin,2024-06-30,48.0,,48.0,Kachin
Kachin,2024-07-31,40.0,,40.0,Kachin
Kachin,2024-08-31,34.0,,34.0,Kachin
Kachin,2024-09-30,46.0,,46.0,Kachin
Kachin,2024-10-31,40.0,,40.0,Kachin
Kachin,2024-11-30,19.0,,19.0,Kachin
Kachin,2024-12-31,55.0,,55.0,Kachin
Kachin,2025-01-31,32.0,,32.0,Kachin
Kachin,2025-02-28,40.0,,40.0,Kachin
Kachin,2025-03-31,47.0,,47.0,Kachin
Kachin,2025-04-30,61.0,,61.0,Kachin
Kachin,2025-05-31,37.0,,37.0,Kachin
Kachin,2025-06-30,63.0,,63.0,Kachin
Kachin,2025-07-31,54.0,,54.0,Kachin
Kachin,2025-08-31,61.0,,61.0,Kachin
Kachin,2025-09-30,39.0,39.0,39.0,Kachin
Kachin,2025-10-31,39.0,39.0,39.0,Kachin
Kachin,2025-11-30,39.0,39.0,39.0,Kachin
Kayah,2022-01-31,74.0,,74.0,Kayah
Kayah,2022-02-28,45.0,,45.0,Kayah
Kayah,2022-03-31,51.0,,51.0,Kayah
Kayah,2022-04-30,41.0,,41.0,Kayah
Kayah,2022-05-31,39.0,,39.0,Kayah
Kayah,2022-06-30,28.0,,28.0,Kayah
Kayah,2022-07-31,19.0,,19.0,Kayah
Kayah,2022-08-31,67.0,,67.0,Kayah
Kayah,2022-09-30,18.0,,18.0,Kayah
Kayah,2022-10-31,20.0,,20.0,Kayah
Kayah,2022-11-30,36.0,,36.0,Kayah
Kayah,2022-12-31,12.0,,12.0,Kayah
Kayah,2023-01-31,41.0,,41.0,Kayah
Kayah,2023-02-28,30.0,,30.0,Kayah
Kayah,2023-03-31,35.0,,35.0,Kayah
Kayah,2023-04-30,22.0,,22.0,Kayah
Kayah,2023-05-31,32.0,,32.0,Kayah
Kayah,2023-06-30,38.0,,38.0,Kayah
Kayah,2023-07-31,63.0,,63.0,Kayah
Kayah,2023-08-31,26.0,,26.0,Kayah
Kayah,2023-09-30,25.0,,25.0,Kayah
Kayah,2023-10-31,13.0,,13.0,Kayah
Kayah,2023-11-30,50.0,,50.0,Kayah
Kayah,2023-12-31,16.0,,16.0,Kayah
Kayah,2024-01-31,20.0,,20.0,Kayah
Kayah,2024-02-29,15.0,,15.0,Kayah
Kayah,2024-03-31,5.0,,5.0,Kayah
Kayah,2024-04-30,5.0,,5.0,Kayah
Kayah,2024-05-31,12.0,,12.0,Kayah
Kayah,2024-06-30,2.0,,2.0,Kayah
Kayah,2024-07-31,16.0,,16.0,Kayah
Kayah,2024-08-31,10.0,,10.0,Kayah
Kayah,2024-09-30,1.0,,1.0,Kayah
Kayah,2024-10-31,2.0,,2.0,Kayah
Kayah,2024-11-30,17.0,,17.0,Kayah
Kayah,2024-12-31,13.0,,13.0,Kayah
Kayah,2025-01-31,13.0,,13.0,Kayah
Kayah,2025-02-28,10.0,,10.0,Kayah
Kayah,2025-03-31,18.0,,18.0,Kayah
Kayah,2025-04-30,6.0,,6.0,Kayah
Kayah,2025-05-31,10.0,,10.0,Kayah
Kayah,2025-06-30,23.0,,23.0,Kayah
Kayah,2025-07-31,23.0,,23.0,Kayah
Kayah,2025-08-31,27.0,,27.0,Kayah
Kayah,2025-09-30,14.0,14.0,14.0,Kayah
Kayah,2025-10-31,8.0,8.0,8.0,Kayah
Kayah,2025-11-30,14.0,14.0,14.0,Kayah
Kayin,2022-01-31,72.0,,72.0,Kayin
Kayin,2022-02-28,40.0,,40.0,Kayin
Kayin,2022-03-31,89.0,,89.0,Kayin
Kayin,2022-04-30,43.0,,43.0,Kayin
Kayin,2022-05-31,26.0,,26.0,Kayin
Kayin,2022-06-30,26.0,,26.0,Kayin
Kayin,2022-07-31,40.0,,40.0,Kayin
Kayin,2022-08-31,64.0,,64.0,Kayin
Kayin,2022-09-30,61.0,,61.0,Kayin
Kayin,2022-10-31,59.0,,59.0,Kayin
Kayin,2022-11-30,36.0,,36.0,Kayin
Kayin,2022-12-31,52.0,,52.0,Kayin
Kayin,2023-01-31,61.0,,61.0,Kayin
Kayin,2023-02-28,34.0,,34.0,Kayin
Kayin,2023-03-31,58.0,,58.0,Kayin
Kayin,2023-04-30,33.0,,33.0,Kayin
Kayin,2023-05-31,59.0,,59.0,Kayin
Kayin,2023-06-30,53.0,,53.0,Kayin
Kayin,2023-07-31,86.0,,86.0,Kayin
Kayin,2023-08-31,51.0,,51.0,Kayin
Kayin,2023-09-30,61.0,,61.0,Kayin
Kayin,2023-10-31,44.0,,44.0,Kayin
Kayin,2023-11-30,41.0,,41.0,Kayin
Kayin,2023-12-31,24.0,,24.0,Kayin
Kayin,2024-01-31,38.0,,38.0,Kayin
Kayin,2024-02-29,17.0,,17.0,Kayin
Kayin,2024-03-31,91.0,,91.0,Kayin
Kayin,2024-04-30,61.0,,61.0,Kayin
Kayin,2024-05-31,22.0,,22.0,Kayin
Kayin,2024-06-30,18.0,,18.0,Kayin
Kayin,2024-07-31,21.0,,21.0,Kayin
Kayin,2024-08-31,14.0,,14.0,Kayin
Kayin,2024-09-30,33.0,,33.0,Kayin
Kayin,2024-10-31,50.0,,50.0,Kayin
Kayin,2024-11-30,41.0,,41.0,Kayin
Kayin,2024-12-31,36.0,,36.0,Kayin
Kayin,2025-01-31,34.0,,34.0,Kayin
Kayin,2025-02-28,49.0,,49.0,Kayin
Kayin,2025-03-31,44.0,,44.0,Kayin
Kayin,2025-04-30,91.0,,91.0,Kayin
Kayin,2025-05-31,93.0,,93.0,Kayin
Kayin,2025-06-30,75.0,,75.0,Kayin
Kayin,2025-07-31,40.0,,40.0,Kayin
Kayin,2025-08-31,34.0,,34.0,Kayin
Kayin,2025-09-30,43.0,43.0,43.0,Kayin
Kayin,2025-10-31,40.0,40.0,40.0,Kayin
Kayin,2025-11-30,36.0,36.0,36.0,Kayin
Magway,2022-01-31,95.0,,95.0,Magway
Magway,2022-02-28,44.0,,44.0,Magway
Magway,2022-03-31,86.0,,86.0,Magway
Magway,2022-04-30,77.0,,77.0,Magway
Magway,2022-05-31,73.0,,73.0,Magway
Magway,2022-06-30,77.0,,77.0,Magway
Magway,2022-07-31,57.0,,57.0,Magway
Magway,2022-08-31,82.0,,82.0,Magway
Magway,2022-09-30,62.0,,62.0,Magway
Magway,2022-10-31,45.0,,45.0,Magway
Magway,2022-11-30,73.0,,73.0,Magway
Magway,2022-12-31,73.0,,73.0,Magway
Magway,2023-01-31,125.0,,125.0,Magway
Magway,2023-02-28,103.0,,103.0,Magway
Magway,2023-03-31,97.0,,97.0,Magway
Magway,2023-04-30,77.0,,77.0,Magway
Magway,2023-05-31,81.0,,81.0,Magway
Magway,2023-06-30,81.0,,81.0,Magway
Magway,2023-07-31,135.0,,135.0,Magway
Magway,2023-08-31,98.0,,98.0,Magway
Magway,2023-09-30,116.0,,116.0,Magway
Magway,2023-10-31,85.0,,85.0,Magway
Magway,2023-11-30,72.0,,72.0,Magway
Magway,2023-12-31,94.0,,94.0,Magway
Magway,2024-01-31,134.0,,134.0,Magway
Magway,2024-02-29,69.0,,69.0,Magway
Magway,2024-03-31,95.0,,95.0,Magway
Magway,2024-04-30,85.0,,85.0,Magway
Magway,2024-05-31,69.0,,69.0,Magway
Magway,2024-06-30,53.0,,53.0,Magway
Magway,2024-07-31,125.0,,125.0,Magway
Magway,2024-08-31,73.0,,73.0,Magway
Magway,2024-09-30,56.0,,56.0,Magway
Magway,2024-10-31,68.0,,68.0,Magway
Magway,2024-11-30,107.0,,107.0,Magway
Magway,2024-12-31,149.0,,149.0,Magway
Magway,2025-01-31,98.0,,98.0,Magway
Magway,2025-02-28,98.0,,98.0,Magway
Magway,2025-03-31,79.0,,79.0,Magway
Magway,2025-04-30,83.0,,83.0,Magway
Magway,2025-05-31,62.0,,62.0,Magway
Magway,2025-06-30,134.0,,134.0,Magway
Magway,2025-07-31,68.0,,68.0,Magway
Magway,2025-08-31,57.0,,57.0,Magway
Magway,2025-09-30,72.0,72.0,72.0,Magway
Magway,2025-10-31,71.0,71.0,71.0,Magway
Magway,2025-11-30,85.0,85.0,85.0,Magway
Mandalay,2022-01-31,85.0,,85.0,Mandalay
Mandalay,2022-02-28,60.0,,60.0,Mandalay
Mandalay,2022-03-31,44.0,,44.0,Mandalay
Mandalay,2022-04-30,54.0,,54.0,Mandalay
Mandalay,2022-05-31,31.0,,31.0,Mandalay
Mandalay,2022-06-30,40.0,,40.0,Mandalay
Mandalay,2022-07-31,35.0,,35.0,Mandalay
Mandalay,2022-08-31,44.0,,44.0,Mandalay
Mandalay,2022-09-30,35.0,,35.0,Mandalay
Mandalay,2022-10-31,47.0,,47.0,Mandalay
Mandalay,2022-11-30,39.0,,39.0,Mandalay
Mandalay,2022-12-31,50.0,,50.0,Mandalay
Mandalay,2023-01-31,99.0,,99.0,Mandalay
Mandalay,2023-02-28,50.0,,50.0,Mandalay
Mandalay,2023-03-31,64.0,,64.0,Mandalay
Mandalay,2023-04-30,69.0,,69.0,Mandalay
Mandalay,2023-05-31,62.0,,62.0,Mandalay
Mandalay,2023-06-30,44.0,,44.0,Mandalay
Mandalay,2023-07-31,72.0,,72.0,Mandalay
Mandalay,2023-08-31,50.0,,50.0,Mandalay
Mandalay,2023-09-30,65.0,,65.0,Mandalay
Mandalay,2023-10-31,73.0,,73.0,Mandalay
Mandalay,2023-11-30,66.0,,66.0,Mandalay
Mandalay,2023-12-31,76.0,,76.0,Mandalay
Mandalay,2024-01-31,127.0,,127.0,Mandalay
Mandalay,2024-02-29,50.0,,50.0,Mandalay
Mandalay,2024-03-31,55.0,,55.0,Mandalay
Mandalay,2024-04-30,81.0,,81.0,Mandalay
Mandalay,2024-05-31,70.0,,70.0,Mandalay
Mandalay,2024-06-30,114.0,,114.0,Mandalay
Mandalay,2024-07-31,237.0,,237.0,Mandalay
Mandalay,2024-08-31,97.0,,97.0,Mandalay
Mandalay,2024-09-30,56.0,,56.0,Mandalay
